Position,Game,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update
1773,The Bridge,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,N/A,N/A,N/A,N/A,07th Sep 17,03rd Feb 18
1774,The Bunker,Wales Interactive Ltd.,Wales Interactive Ltd.,N/A,N/A,N/A,N/A,09th Apr 18,26th Mar 18
1775,The Caligula Effect 2,Unknown,Historia,N/A,N/A,N/A,N/A,N/A,11th Oct 21
1776,The Caligula Effect: Overdose,NIS America,FuRyu,N/A,N/A,6.0,N/A,15th Mar 19,24th Feb 19
1777,The Charming Empire,D3Publisher,OperaHouse,N/A,N/A,N/A,N/A,29th Mar 18,26th Mar 18
1778,The Church in the Darkness,Paranoid Productions,Paranoid Productions,N/A,N/A,N/A,N/A,02nd Aug 19,24th Jul 19
1779,The Coma 2: Vicious Sisters,Digerati,Devespresso Games,N/A,N/A,N/A,N/A,01st Dec 19,14th Aug 19
1780,The Coma: Recut,Digerati,Devespresso Games,N/A,N/A,7.8,N/A,21st Nov 17,03rd Feb 18
1781,"The Complex
Read the review",Unknown,Wales Interactive Ltd.,5.0,N/A,N/A,N/A,N/A,20th Mar 20
1782,The Count Lucanor,Merge Games,Ratalaika Games,N/A,N/A,N/A,N/A,19th Oct 17,26th Mar 18
1783,The Dark Crystal: Age of Resistance Tactics,En Masse Entertainment,BonusXP,N/A,N/A,N/A,N/A,04th Feb 20,11th Jun 19
1784,The Darkside Detective,Unknown,Spooky Doorway,N/A,N/A,N/A,N/A,N/A,04th Feb 18
1785,The Deer God,Level 77,Blowfish Studios,N/A,N/A,N/A,N/A,21st Dec 17,26th Mar 18
1786,The Demon Crystal II: Knither,Regista,Regista,N/A,N/A,N/A,N/A,28th Mar 19,23rd Mar 19
1787,The Diofield Chronicle,Unknown,Square Enix,N/A,N/A,N/A,N/A,N/A,03rd Jul 22
1788,The Elder Scrolls: Blades,Bethesda Softworks,Bethesda Game Studios,N/A,N/A,N/A,N/A,14th May 20,09th Jun 19
1789,The Elder Scrolls: Legends,Unknown,Bethesda Game Studios,N/A,N/A,N/A,N/A,N/A,11th Jun 18
1790,The Experience! Sports Pack: Tennis - Bowling - Golf - Billiards,D3 Publisher,D3 Publisher,N/A,N/A,N/A,N/A,04th Apr 19,31st Mar 19
1791,"The Eyes of Ara
Read the review",Unknown,100 Stones Interactive,7.0,N/A,N/A,N/A,N/A,05th Oct 19
1792,"The Fall
Read the review",Unknown,Over the Moon,6.0,N/A,N/A,N/A,N/A,09th May 18
1793,"The Fall Part 2: Unbound
Read the review",Over The Moon,Over the Moon,5.0,N/A,N/A,N/A,13th Feb 18,07th Feb 18
1794,"The Final Station
Read the review",TinyBuild Games,Do My Best,7.0,N/A,N/A,N/A,23rd Feb 18,22nd Feb 18
1795,The Flame In The Flood,The Molasses Flood,The Molasses Flood,N/A,N/A,N/A,N/A,12th Oct 17,05th Feb 18
1796,The Forgotten City,Unknown,Modern Storyteller,N/A,N/A,N/A,N/A,N/A,12th Jun 21
1797,The Fox Is Waiting For Me,Unknown,Tales Shop,N/A,N/A,N/A,N/A,N/A,15th Apr 18
1798,The friends of Ringo Ishikawa,CIRCLE Entertainment,yeo,N/A,N/A,N/A,N/A,04th Apr 19,31st Mar 19
1799,The Gardens Between,The Voxel Agents,The Voxel Agents,N/A,N/A,N/A,N/A,20th Sep 18,23rd Sep 18
1800,The Good Life,White Owls,White Owls,N/A,N/A,N/A,N/A,01st Dec 20,13th Aug 20
1801,The Great Ace Attorney Chronicles,Unknown,Capcom,N/A,N/A,N/A,N/A,N/A,02nd Jun 21
1802,The House in Fata Morgana: Dreams of the Revenants Edition,Limited Run Games,Novectacle,N/A,N/A,N/A,N/A,09th Apr 21,10th Jan 20
1803,The House of the Dead: Remake,Unknown,MegaPixel Studio S.A.,N/A,N/A,N/A,N/A,N/A,22nd Mar 22
1804,The Jackbox Party Pack,Jackbox Games,Jackbox Games,N/A,N/A,N/A,N/A,17th Aug 17,21st Apr 19
1805,The Jackbox Party Pack 2,Jackbox Games,Jackbox Games,N/A,N/A,N/A,N/A,17th Aug 17,21st Apr 19
1806,The Jackbox Party Pack 3,Jackbox Games,Jackbox Games,N/A,N/A,N/A,N/A,13th Apr 17,21st Apr 19
1807,The Jackbox Party Pack 4,Jackbox Games,Jackbox Games,N/A,N/A,N/A,N/A,19th Oct 17,21st Apr 19
1808,The Jackbox Party Pack 5,Jackbox Games,Jackbox Games,N/A,N/A,N/A,N/A,17th Oct 18,21st Apr 19
1809,The Last Campfire,Hello Games,Hello Games,N/A,N/A,N/A,N/A,01st Dec 20,08th Jun 20
1810,The Last Remnant Remastered,Square-Enix,Square Enix,N/A,N/A,N/A,N/A,10th Jun 19,10th Jun 19
1811,The Last Spell,CCCP,CCCP,N/A,N/A,N/A,N/A,01st Dec 20,10th Aug 19
1812,The Legend of Heroes: Trails from Zero,Unknown,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,N/A,27th Jun 21
1813,The Legend of Heroes: Trails into Reverie,Unknown,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,N/A,27th Jun 21
1814,The Legend of Heroes: Trails of Cold Steel III,NIS America,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,30th Jun 20,06th Dec 19
1815,The Legend of Heroes: Trails of Cold Steel IV,NIS America,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,09th Apr 21,08th Jun 21
1816,The Legend of Heroes: Trails to Azure,Unknown,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,N/A,27th Jun 21
1817,The Legend of Nayuta: Boundless Trails,Unknown,Nihon Falcom Corporation,N/A,N/A,N/A,N/A,N/A,27th Jun 21
1818,The Legend of Zelda: Breath of the Wild 2,Nintendo,Nintendo,N/A,N/A,N/A,N/A,01st Dec 20,02nd Jul 19
1819,The LEGO Movie 2 Video Game,Warner Bros. Interactive,TT Fusion,N/A,N/A,N/A,N/A,26th Mar 19,22nd Mar 19
1820,The Lion's Song,Mipumi Games GmbH,Mipumi Games GmbH,N/A,N/A,N/A,N/A,10th Jul 18,27th Mar 19
1821,The Long Dark,Unknown,Hinterland Studio Inc.,N/A,N/A,N/A,N/A,N/A,17th Sep 20
1822,The Long Reach,Merge Games,Painted Black Games,N/A,N/A,N/A,N/A,14th Mar 18,30th Jan 18
1823,The Longing,Unknown,Studio Seufz,N/A,N/A,N/A,N/A,N/A,10th Nov 21
1824,The Lord of the Rings: Adventure Card Game,Asmodee Digital,Fantasy Flight Interactive,N/A,N/A,N/A,N/A,28th Aug 19,05th Aug 19
1825,The Lord of the Rings: Adventure Card Game,Asmodee Digital,Fantasy Flight Interactive,N/A,N/A,N/A,N/A,05th Nov 19,18th Dec 19
1826,The Men of Yoshiwara: Kikuya,D3Publisher,D3 Publisher,N/A,N/A,N/A,N/A,01st Feb 18,26th Mar 18
1827,The Men of Yoshiwara: Ohgiya,D3 Publisher,D3 Publisher,N/A,N/A,N/A,N/A,08th Mar 18,26th Mar 18
1828,"The Messenger
Read the review",Devolver Digital,Sabotage,8.0,N/A,N/A,N/A,30th Aug 18,26th Mar 18
1829,"The Mummy Demastered
Read the review",WayForward Technologies,WayForward Technologies,N/A,N/A,N/A,N/A,24th Oct 17,N/A
1830,The Next Penelope,Plug In Digital,Seaven Studio,N/A,N/A,N/A,N/A,21st Dec 17,26th Mar 18
1831,The Ninja Saviors: Return of the Warriors,Arc System Works,Natsume Atari,N/A,N/A,N/A,N/A,30th Aug 19,14th Jun 19
1832,The Outer Worlds,Private Division,Virtuos,N/A,N/A,N/A,N/A,05th Jun 20,30th Jul 19
1833,The Outer Worlds: Murder on Eridanos,Unknown,Obsidian Entertainment,N/A,N/A,N/A,N/A,N/A,15th Apr 21
1834,The Persistence,Perp Games,Firesprite,N/A,N/A,N/A,N/A,21st May 20,01st May 20
1835,The Plane Effect,Unknown,Studio Kiku,N/A,N/A,N/A,N/A,N/A,24th Jul 21
1836,The Raven Remastered,THQ Nordic,KING Art Games,N/A,N/A,N/A,N/A,22nd Jan 19,17th Dec 18
1837,The Red Lantern,"Timberline Studio, Inc.","Timberline Studio, Inc.",N/A,N/A,N/A,N/A,30th Dec 20,02nd Apr 19
1838,The Room,Team17 Digital Ltd,Fireproof Games,N/A,N/A,N/A,N/A,18th Oct 18,06th Oct 18
1839,The Sexy Brutale,Tequila Works,Tequila Works,N/A,N/A,N/A,N/A,07th Dec 17,26th Mar 18
1840,The Spectrum Retreat,Unknown,Dan Smith Studios,N/A,N/A,N/A,N/A,N/A,16th Aug 18
1841,The Stillness of the Wind,Fellow Traveller,Memory of God,N/A,N/A,N/A,N/A,07th Feb 19,28th Mar 19
1842,The Stretchers,Nintendo,Tarsier Studios,N/A,N/A,N/A,N/A,08th Nov 19,23rd Jul 20
1843,"The Survivalists
Read the review",Team17,Team17,5.0,N/A,N/A,N/A,01st Dec 20,10th Dec 19
1844,The Swindle,Curve Digital,Size Five Games,N/A,N/A,N/A,N/A,11th Oct 18,06th Oct 18
1845,The Swords of Ditto: Mormo's Curse,Devolver Digital,onebitbeyond,N/A,N/A,N/A,N/A,02nd May 19,06th May 19
1846,The Three Kingdoms Love Story ~ The Art of Otome!,Prototype,Prototype,N/A,N/A,N/A,N/A,22nd Nov 18,26th Apr 19
1847,The Touryst,Shin'en Multimedia,Shin'en Multimedia,N/A,N/A,N/A,N/A,21st Nov 19,23rd Nov 19
1848,The Trail: Frontier Challenge,Kongregate,22Cans,N/A,N/A,N/A,N/A,08th Mar 18,03rd Mar 18
1849,The Turing Test,Square Enix,Bulkhead Interactive,N/A,N/A,N/A,N/A,07th Feb 20,27th Jan 20
1850,The Vanishing of Ethan Carter,The Astronauts,The Astronauts,N/A,N/A,N/A,N/A,15th Aug 19,16th Aug 19
1851,The Variety Game Large Set: Goldfish Scooping - Card - Number Puzzle - Nikakudori,D3 Publisher,D3 Publisher,N/A,N/A,N/A,N/A,04th Apr 19,31st Mar 19
1852,The Walking Dead - A Telltale Series - The Final Season,Telltale Games,Telltale Games,N/A,N/A,N/A,N/A,13th Aug 18,02nd Nov 18
1853,The Walking Dead: Season Two,Unknown,Telltale Games,N/A,N/A,N/A,N/A,N/A,03rd Jul 18
1854,The Wardrobe,Unknown,C.I.N.I.C. Games,N/A,N/A,N/A,N/A,N/A,02nd Feb 18
1855,The Way Remastered,SONKA,SONKA,N/A,N/A,N/A,N/A,20th Apr 18,20th Apr 19
1856,The Wonderful 101: Remastered,PlatinumGames,PlatinumGames,N/A,N/A,N/A,N/A,19th May 20,13th Feb 20
1857,The World Next Door,VIZ Media,Rose City Games,N/A,N/A,N/A,N/A,28th Mar 19,22nd Mar 19
1858,Thimbleweed Park,Terrible Toybox,Terrible Toybox,N/A,N/A,N/A,N/A,21st Sep 17,31st Jan 18
1859,This is the Zodiac Speaking,Unknown,Punch Punk Games,N/A,N/A,N/A,N/A,N/A,09th Nov 20
1860,"This War of Mine: Complete Edition
Read the review",Unknown,11 bit studios,6.0,N/A,N/A,N/A,N/A,25th Nov 18
1861,Those Who Remain,Wired Productions,Camel 101,N/A,N/A,N/A,N/A,01st Dec 19,10th Aug 19
1862,"Thronebreaker: The Witcher Tales
Read the review",CD Projekt Red Studio,CD Projekt Red Studio,7.0,N/A,N/A,N/A,28th Jan 20,22nd Feb 20
1863,Through the Darkest of Times,Unknown,Paintbucket Games,N/A,N/A,N/A,N/A,N/A,09th Sep 20
1864,Thumper,Drool,Drool,N/A,9.0,9.3,N/A,18th May 17,20th Feb 18
1865,Time Recoil,10tons,10tons Ltd,N/A,N/A,N/A,N/A,26th Oct 17,26th Mar 18
1866,TINY METAL,Unties,Area 35,N/A,N/A,N/A,N/A,21st Dec 17,07th Jan 18
1867,Tiny Metal: Full Metal Rumble,"AREA 34, Inc.",Area 35,N/A,N/A,N/A,N/A,11th Jul 19,04th Jul 19
1868,Tiny Troopers Joint Ops XL,Wired Productions,Epiphany Games,N/A,N/A,N/A,N/A,21st Dec 17,04th Feb 18
1869,Tlicolity Eyes: Twinkle Snowtime,Idea Factory,Idea Factory,N/A,N/A,N/A,N/A,18th Jul 19,22nd Mar 19
1870,To All of Mankind,Nippon Ichi Software,Acquire,N/A,N/A,N/A,N/A,27th Jun 19,22nd Mar 19
1871,Tohu,Unknown,Fireart Games,N/A,N/A,N/A,N/A,N/A,30th Jan 21
1872,Toki Tori,Two Tribes,Two Tribes,N/A,N/A,N/A,N/A,30th Mar 18,26th Mar 18
1873,Toki Tori 2+,Two Tribes,Two Tribes,N/A,N/A,N/A,N/A,23rd Feb 18,21st Sep 18
1874,Tokyo Dark: Remembrance,Unties,Mebius,N/A,N/A,N/A,N/A,07th Nov 19,03rd Aug 18
1875,Tokyo Mirage Sessions #FE Encore,Nintendo,Atlus,N/A,N/A,N/A,N/A,17th Jan 20,23rd Jul 20
1876,Tokyo Ogre Gate,Unknown,CyberConnect2,N/A,N/A,N/A,N/A,N/A,05th Feb 18
1877,Tools Up!,All in! Games,All in! Games,N/A,N/A,N/A,N/A,03rd Dec 19,17th Apr 22
1878,"Torchlight II
Read the review",Runic Games,Runic Games,8.0,N/A,N/A,N/A,03rd Sep 19,03rd Sep 19
1879,TorqueL: Physics Modified Edition,Active Gaming Media,FullPowerSideAttack.com,N/A,N/A,N/A,N/A,15th Feb 18,02nd Feb 18
1880,Totes the Goat,Atooi,Atooi,N/A,N/A,N/A,N/A,01st Mar 18,26th Mar 18
1881,Touch Battle Tank SP,SilverStar,Silver Star Japan,N/A,N/A,N/A,N/A,07th Dec 17,26th Mar 18
1882,Touhou Genso Wanderer: Lotus Labyrinth,Unties,AQUA STYLE,N/A,N/A,N/A,N/A,18th Jul 19,22nd Mar 19
1883,Touhou Luna Nights,Vaka Game Magazine,Vaka Game Magazine,N/A,N/A,N/A,N/A,01st Dec 19,30th Jul 19
1884,Touhou Spell Bubble,Unknown,Taito,N/A,N/A,N/A,N/A,N/A,16th Jan 20
1885,Tower Of Babel,EnjoyUp Games,EnjoyUp Games,N/A,N/A,N/A,N/A,28th Sep 17,26th Mar 18
1886,TowerFall,Matt Makes Games Inc.,Matt Makes Games Inc.,N/A,N/A,N/A,N/A,27th Sep 18,15th Nov 18
1887,Transcripted,Plug In Digital,Plug In Digital,N/A,N/A,N/A,N/A,23rd Nov 17,26th Mar 18
1888,Transformers: Battlegrounds,Outright Games,Outright Games,N/A,N/A,N/A,N/A,23rd Oct 20,03rd Jul 20
1889,Transistor,Supergiant Games,Supergiant Games,N/A,N/A,N/A,N/A,01st Nov 18,04th Nov 18
1890,Trash Sailors,Unknown,fluckyMachine,N/A,N/A,N/A,N/A,N/A,10th Apr 21
1891,Travis Strikes Again: No More Heroes,Grasshopper Manufacture Inc.,Grasshopper Manufacture,N/A,8.0,N/A,N/A,18th Jan 19,24th Mar 19
1892,"Trials of Mana
Read the review",Square Enix,Square Enix,7.0,N/A,N/A,N/A,24th Apr 20,11th Jun 19
1893,Trials Rising,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,26th Feb 19,25th Jan 19
1894,"Trine 4: The Nightmare Prince
Read the review",Modus Games,Frozenbyte,7.0,N/A,N/A,N/A,08th Oct 19,08th Jun 19
1895,"Trine Enchanted Edition
Read the review",Frozenbyte,Frozenbyte,7.0,N/A,N/A,N/A,09th Nov 18,16th Nov 18
1896,Trüberbrook,Merge Games,btf,N/A,N/A,N/A,N/A,19th Mar 19,03rd Jan 19
1897,Tsukue de Bowling,SAT-BOX,SAT-BOX,N/A,N/A,N/A,N/A,25th Apr 19,20th Apr 19
1898,TumbleSeed,aeiowu,Team TumbleSeed,N/A,7.0,N/A,N/A,02nd May 17,11th Jan 18
1899,Tumblestone,The Quantum Astrophysicists Guild,The Quantum Astrophysicists Guild,N/A,N/A,N/A,N/A,05th Oct 17,01st Apr 18
1900,Tunche,Unknown,LEAP Game Studios,N/A,N/A,N/A,N/A,N/A,10th Feb 21
1901,"Turnip Boy Commits Tax Evasion
Read the review",Unknown,Snoozy Kazoo,5.0,N/A,N/A,N/A,N/A,08th Apr 21
1902,Turok 2: Seeds of Evil,"Night Dive Studios, LLC","Night Dive Studios, LLC",N/A,N/A,N/A,N/A,09th Aug 19,30th Jul 19
1903,Turrican Anthology Vol. 2,Unknown,Factor 5,N/A,N/A,N/A,N/A,N/A,18th Jul 22
1904,Turrican Anthology Vol. I,Unknown,Factor 5,N/A,N/A,N/A,N/A,N/A,18th Jul 22
1905,"Turrican Flashback
Read the review",Unknown,Ratalaika Games,N/A,N/A,N/A,N/A,N/A,01st Feb 21
1906,TurtlePop : Journey to Freedom,DigiPen Game Studios,Zengami,N/A,N/A,N/A,N/A,09th Mar 18,01st Feb 18
1907,Twin Robots Ultimate Edition,Ratalaika Games,Thinice Games,N/A,N/A,7.6,N/A,23rd Feb 18,09th Mar 18
1908,Two Point Campus,Unknown,Two Point Studio,N/A,N/A,N/A,N/A,N/A,10th Jun 21
1909,Two Point Hospital,Sega,Two Point Studio,N/A,N/A,N/A,N/A,25th Feb 20,24th Jul 19
1910,Typoman,Wales Interactive Ltd.,Brainseed Factory,N/A,N/A,N/A,N/A,22nd Feb 18,26th Mar 18
1911,"UBERMOSH:BLACK
Read the review",Unknown,Walter Machado,5.0,N/A,N/A,N/A,N/A,17th Aug 20
1912,Ultimate Fishing Simulator 2,Ultimate Games,MasterCode,N/A,N/A,N/A,N/A,01st Dec 21,17th Jun 20
1913,Ultra Hyperball,Springloaded,Springloaded,N/A,N/A,N/A,N/A,28th Jul 17,26th Mar 18
1914,"Ultra Space Battle Brawl
Read the review",Unknown,Mojiken Studio,5.0,N/A,N/A,N/A,N/A,01st Aug 18
1915,"Ultracore
Read the review",Unknown,Digital Illusions,6.0,N/A,N/A,N/A,N/A,26th Jun 20
1916,"Umihara Kawase BaZooKa!
Read the review",Success,Studio Saizensen,4.0,N/A,N/A,N/A,28th May 20,11th May 20
1917,Umihara Kawase Fresh!,Nicalis,Studio Saizensen,N/A,N/A,N/A,N/A,09th Jul 19,04th Jul 19
1918,Under Night In-Birth Exe:Late[cl-r],Aksys Games,French-Bread,N/A,N/A,N/A,N/A,20th Feb 20,23rd Nov 19
1919,"Underhero
Read the review",Unknown,Paper Castle Games,6.0,N/A,N/A,N/A,N/A,17th Mar 20
1920,Undernauts: Labyrinth of Yomi,Unknown,Experience Inc.,N/A,N/A,N/A,N/A,N/A,09th Feb 22
1921,Unepic,Francis Cota,@unepic_fran,N/A,N/A,N/A,N/A,15th Dec 17,26th Mar 18
1922,"Unexplored: Unlocked Edition
Read the review",Unknown,Ludomotion,6.0,N/A,N/A,N/A,N/A,07th Aug 18
1923,Unholy Heights,Mebius,Mebius,N/A,N/A,N/A,N/A,14th Dec 17,26th Mar 18
1924,UnMetal,Unknown,Unepic Entertainment,N/A,N/A,N/A,N/A,N/A,09th Feb 22
1925,UNO,Ubisoft,Ubisoft,N/A,N/A,N/A,N/A,07th Nov 17,26th Mar 18
1926,Unpacking,Unknown,Witch Beam,N/A,N/A,N/A,N/A,N/A,19th Nov 21
1927,Unravel Two,Electronic Arts,ColdWood Interactive,N/A,N/A,N/A,N/A,22nd Mar 19,14th Feb 19
1928,"Unruly Heroes
Read the review",Unknown,Magic Design Studios,7.0,N/A,9.0,N/A,N/A,26th Jan 19
1929,Unsighted,Unknown,Studio Pixel Punk,N/A,N/A,N/A,N/A,N/A,09th Feb 22
1930,"Untitled Goose Game
Read the review",Panic,House House,7.0,N/A,N/A,N/A,20th Sep 19,13th Sep 19
1931,Urban Trial Playground,Tate Multimedia,Teyon,N/A,N/A,N/A,N/A,05th Apr 18,26th Mar 18
1932,Use Your Words,"Smiling Buddha Games, LLC.","Smiling Buddha Games, LLC.",N/A,N/A,N/A,N/A,03rd Aug 17,26th Mar 18
1933,Uurnog Uurnlimited,Raw Fury,Raw Fury,N/A,N/A,N/A,N/A,21st Nov 17,26th Mar 18
1934,V-Rally 4,Bigben Interactive,Kylotonn,N/A,N/A,N/A,N/A,19th Feb 19,22nd Mar 19
1935,VA-11 HALL-A,Ysbryd Games,Sukeban Games,N/A,N/A,N/A,N/A,02nd May 19,15th May 19
1936,Vaccine,Rainy Frog,Rainy Night Creations,N/A,N/A,N/A,N/A,06th Jul 17,26th Mar 18
1937,"Valfaris
Read the review",Big Sugar,Steel Mantis,7.0,N/A,N/A,N/A,01st Nov 19,12th Jun 19
1938,Valfaris: Mecha Therion,Unknown,Steel Mantis,N/A,N/A,N/A,N/A,N/A,27th Aug 21
1939,Valiant Hearts: The Great War,Ubisoft,Ubisoft Montpellier,N/A,N/A,N/A,N/A,18th Nov 18,05th May 19
1940,Valkyria Chronicles,Sega,Sega,N/A,N/A,N/A,N/A,16th Oct 18,11th Sep 18
1941,Valkyrie of Phantasm,Area Zero,Area Zero,N/A,N/A,N/A,N/A,01st Dec 20,09th Jun 19
1942,Valthirian Arc: Hero School Story,PQube,Agate Studio,N/A,N/A,N/A,N/A,02nd Oct 18,05th Jul 18
1943,Vambrace: Cold Soul,Headup Games,Devespresso Games,N/A,N/A,N/A,N/A,29th Aug 19,15th Aug 19
1944,Vampire: The Masquerade – Coteries of New York,Draw Distance,Draw Distance,N/A,N/A,N/A,N/A,24th Mar 20,16th Jun 19
1945,Vampire: The Masquerade – Shadows of New York,Draw Distance,Draw Distance,N/A,N/A,N/A,N/A,10th Sep 20,31st Jul 20
1946,Vampire: The Masquerade – Swansong,Unknown,Big Bad Wolf Studio,N/A,N/A,N/A,N/A,N/A,14th Jun 21
1947,Vampyr,Focus Home Interactive,DONTNOD Entertainment,N/A,N/A,N/A,N/A,29th Oct 19,17th Jun 19
1948,Vaporum,Merge Games,Fatbot Games,N/A,N/A,N/A,N/A,11th Apr 19,14th May 19
1949,Vasara Collection,QUByte Interactive,QUByte Interactive,N/A,N/A,N/A,N/A,15th Aug 19,09th Aug 19
1950,"Velocity 2X
Read the review",Unknown,FuturLab,8.0,N/A,N/A,N/A,N/A,02nd Oct 18
1951,Vesta,FinalBoss Games,FinalBoss Games,N/A,N/A,N/A,N/A,19th Jan 18,21st Jan 18
1952,Vigil: The Longest Night,Another Indie,Glass Heart Games,N/A,N/A,N/A,N/A,01st Dec 20,14th Feb 21
1953,Violett,Forever Entertainment S.A.,Forever Entertainment S.A.,N/A,N/A,N/A,N/A,26th Oct 17,04th Feb 18
1954,"Vitamin Connection
Read the review",Unknown,Way Forward,6.0,N/A,N/A,N/A,N/A,13th Aug 19
1955,Void Bastards,Humble Bundle,Blue Manchu,N/A,N/A,N/A,N/A,07th May 20,28th Apr 20
1956,Volgarr the Viking,Crazy Viking Studios,Crazy Viking Studios,N/A,N/A,N/A,N/A,05th Oct 17,26th Mar 18
1957,Vostok Inc.,Wired Productions,Nosebleed Interactive,N/A,N/A,N/A,N/A,07th Dec 17,26th Mar 18
1958,Vroom in the Night Sky,Poisoft,Poisoft,N/A,N/A,N/A,N/A,05th Apr 17,26th Mar 18
1959,VVVVVV,Nicalis,Nicalis,N/A,N/A,N/A,N/A,17th Nov 17,26th Mar 18
1960,Wanderjahr: Try Again or Walk Away,"Corecell Technology Co.,Ltd.","Corecell Technology Co.,Ltd.",N/A,N/A,N/A,N/A,15th Feb 18,26th Mar 18
1961,Wandersong,Humble Bundle,Greg Lobanov,N/A,N/A,N/A,N/A,27th Sep 18,29th Sep 18
1962,War Theatre,Arcade Distillery,Arcade Distillery,N/A,N/A,N/A,N/A,04th Apr 19,04th Apr 19
1963,Warframe,Unknown,Digital Extremes,N/A,N/A,N/A,N/A,N/A,08th Jul 18
1964,"Wargroove
Read the review",Chucklefish,Chucklefish,8.0,N/A,N/A,N/A,01st Feb 19,24th Mar 19
1965,"Warhammer 40,000: Deathwatch",Funbox Media,Rodeo Games,N/A,N/A,N/A,N/A,10th May 19,06th Nov 18
1966,Warhammer Age of Sigmar: Champions,Games Workshop,Games Workshop,N/A,N/A,N/A,N/A,15th Apr 19,11th Jan 20
1967,Warlocks 2: God Slayers,Unknown,Frozen District,N/A,N/A,N/A,N/A,N/A,19th Jul 19
1968,Warp Shift,Isbit Games,Isbit Games,N/A,N/A,N/A,N/A,27th Mar 18,26th Mar 18
1969,WARSAW,Crunching Koalas,Pixelated Milk,N/A,N/A,N/A,N/A,01st Oct 20,11th Sep 20
1970,Wasteland 2: Director's Cut,inXile Entertainment,InXile Entertainment,N/A,N/A,N/A,N/A,13th Sep 18,27th Oct 18
1971,Way of the Passive Fist,Household Games,Household Games,N/A,N/A,N/A,N/A,11th Apr 19,18th Apr 22
1972,West of Dead,Unknown,Upstream Arcade,N/A,N/A,N/A,N/A,N/A,21st Jun 20
1973,West of Loathing,Asymmetric,Asymmetric Publications,N/A,N/A,N/A,N/A,31st May 18,26th Mar 18
1974,"What the Golf?
Read the review",Tribute Games,Triband,9.0,N/A,N/A,N/A,21st May 20,20th May 20
1975,Wheels of Aurelia,Mixedbag Srl,Santa Ragione Srl,N/A,N/A,N/A,N/A,02nd Nov 17,26th Mar 18
1976,When the Past was Around,Unknown,Mojiken Studio,N/A,N/A,N/A,N/A,N/A,30th Dec 20
1977,"Whipseey and the Lost Atlas
Read the review",Unknown,Daniel A. Ramirez,5.0,N/A,N/A,N/A,N/A,01st Sep 19
1978,WILL: A Wonderful World,PM Studios,4D Door Games,N/A,N/A,N/A,N/A,26th Mar 19,17th Dec 18
1979,"Windbound
Read the review",Deep Silver,5 Lives Studios,4.0,N/A,N/A,N/A,28th Aug 20,06th Jul 20
1980,"Windjammers 2
Read the review",DotEmu,DotEmu,7.0,N/A,N/A,N/A,01st Dec 20,17th Jun 19
1981,Wing of Darkness,Unknown,Production Exabilities,N/A,N/A,N/A,N/A,N/A,22nd Jun 21
1982,Wingspan,Unknown,Monster Couch,N/A,N/A,N/A,N/A,N/A,28th Dec 20
1983,Winning Post 9,Koei Tecmo,Koei Tecmo Games,N/A,N/A,N/A,N/A,28th Mar 19,22nd Mar 19
1984,Winning Post 9 2020,Koei Tecmo,Koei Tecmo Games,N/A,N/A,N/A,N/A,12th Mar 20,09th Dec 19
1985,Witch & Hero 3,Unknown,CIRCLE Entertainment,N/A,N/A,N/A,N/A,N/A,25th Mar 18
1986,Wizard with a Gun,Unknown,Galvanic Games,N/A,N/A,N/A,N/A,N/A,13th Jun 21
1987,Wizard's Symphony,Arc System Works,Arc System Works,N/A,N/A,N/A,N/A,28th Feb 19,24th Feb 19
1988,Wolfenstein: Youngblood,Bethesda Softworks,MachineGames,N/A,N/A,N/A,N/A,26th Jul 19,06th Apr 19
1989,Wonder Boy Returns Remix,Unknown,Unknown,N/A,N/A,N/A,N/A,23rd May 19,04th Nov 19
1990,"Wonder Boy: Asha in Monster World
Read the review",Unknown,ArtDink,6.0,N/A,N/A,N/A,N/A,15th Apr 21
1991,Woodle Tree Adventures,Chubby Pixel,Chubby Pixel,N/A,N/A,N/A,N/A,21st Dec 17,26th Mar 18
1992,World Conqueror X,CIRCLE Entertainment,CIRCLE Entertainment,N/A,N/A,N/A,N/A,08th Mar 18,20th Mar 18
1993,World of Final Fantasy Maxima,Square Enix,Square Enix,N/A,N/A,N/A,N/A,06th Nov 18,13th Sep 18
1994,World of Goo,Tomorrow Corporation,2D Boy,N/A,N/A,N/A,N/A,16th Mar 17,03rd Feb 18
1995,World to the West,Rain Games,Rain Games,N/A,N/A,N/A,N/A,18th Jan 18,07th Sep 18
1996,World's End Club,Unknown,Nippon Ichi Software,N/A,N/A,N/A,N/A,N/A,18th Feb 21
1997,Worms Rumble,Unknown,Team17,N/A,N/A,N/A,N/A,N/A,26th Jun 21
1998,Worms: WMD,Team17 Digital Ltd,Team17 Digital Ltd,N/A,N/A,N/A,N/A,23rd Nov 17,12th Aug 18
